Name Survived
"Novellius Vespasian" No
"Percennius Cestius" No
"Pontidius Vibius" Yes
"Aulus Numonius" Yes
"Junius Latinius" No
"Castorius Regulus" No
"Pontidius Maxentius" Yes
"Ovidius Iunius" Yes
"Pilus Latinius" Yes
"Matienus Junius" Yes
"Draco Sextus" Yes
"Petreius Brennus" Yes
"Atilius Quintilianus" No
"Rutilius Suetonius" No
"Cyprian Candidus" No
"Menenius Ingenuus" No
"Zeno Iuventius" No
"Decimus Gabinius" Yes
"Rufius Galerius" No
"Calventius Porcius" No
"Cornificius Gordian" Yes
"Germanicus Decimus" No
"Silius Valerius" No
"Foslius Candidus" Yes
"Crispinus Orchius" No
"Postumius Florianus" Yes
"Ovidius Hirrus" Yes
"Plinius Felix" No
"Secundinius Valentinian" No
"Ollius Cicereius" Yes
"Felix Afranius" Yes
"Cilnius Salvidienus" Yes
"Quintilianus Caedicius" Yes
"Seccius Varian" No
"Duronius Primitivus" Yes
"Domitian Marcus" Yes
"Didius Laronius" No
"Cosconius Januarius" No
"Pilus Cordius" No
"Semellius Marcellus" Yes
"Ostorius Lentulus" Yes
"Opimius Semellius" Yes
"Hilarianus Volumnius" No
"Acilius Genucius" Yes
"Sergian Decimus" No
"Tarquinius Lucanus" Yes
"Camillus Cincinnatus" Yes
"Crispinus Memmius" Yes
"Matinius Cilnius" No
"Gallus Quirinius" Yes
"Cestius Vitalis" No
"Bruttius Cethegus" Yes
"Petreius Norbanus" No
"Salinator Silvius" Yes
"Vitalis Vincentius" No
"Rufrius Fabrinius" No
"Paternus Aulus" No
"Gabinius Salvian" Yes
"Vincentius Eborius" No
"Sergian Vitalis" Yes
"Maximus Urbicus" Yes
"Gracchus Fabius" No
"Sextius Varian" No
"Rabirius Constantinus" No
"Furius Gallus" Yes
"Marius Nerva" Yes
"Semellius Fulvius" Yes
"Quirinius Verus" No
"Paternus Hordeonius" Yes
"Seneca Rufinus" Yes
"Hostilius Norbanus" No
"Flaccus Blossius" No
"Cato Afranius" Yes
"Laetorius Servilius" Yes
"Lucretius Caninius" No
"Acilius Ravillius" Yes
"Tarquinius Rufinus" Yes
"Albinus Caninius" No
"Orchius Flavius" Yes
"Cantilius Cornificius" No
"Calpurnius Secundus" No
"Iuventius Valentinian" Yes
"Caecilius Quintilianus" Yes
"Ingenuus Sallustius" Yes
"Lacerius Damasus" Yes
"Clodius Semellius" No
"Laberius Rutilius" Yes
"Pontidius Genucius" No
"Gratian Herennius" Yes
"Fidius Nasidius" Yes
"Pasidienus Aulus" Yes
"Quintilianus Domitius" No
"Hostius Januarius" No
"Ovidius Cordius" No
"Ravillius Caedicius" Yes
"Fannius Anatolius" No
"Laberius Egnatuleius" Yes
"Saturninus Gnaeus" No
"Urbicus Pupius" No
"Rebilus Fundanus" Yes
"Naevius Baebius" No
"Cantilius Ofilius" No
"Statilius Claudius" Yes
"Pupius Hilarianus" Yes
"Sicinius Oppius" Yes
"Petreius Albinius" No
"Quintilianus Cornificius" Yes
"Pius Januarius" No
"Fabrinius Munatius" No
"Ninnius Hordeonius" No
"Julius Cloelius" No
"Sittius Sempronius" No
"Cicereius Afranius" Yes
"Fulcinia Afranius" No
"Honorius Calpurnius" No
"Lucanus Herennius" No
"Scribonius Quintilianus" Yes
"Didius Sentius" Yes
"Fabius Octavius" Yes
"Sabucius Castorius" Yes
"Servilius Albinus" Yes
"Balbus Cato" Yes
"Marcius Numerius" Yes
"Rebilus Pompeius" Yes
"Calventius Urbicus" No
"Catius Maximian" Yes
"Cocceius Livius" No
"Junius Geminius" Yes
"Stertinius Saturninus" Yes
"Balbinus Nerva" Yes
"Zeno Plautius" No
"Germanicus Plautius" Yes
"Marcellus Regulus" No
"Sicinius Latinius" Yes
"Crispus Januarius" No
"Seccius Numonius" No
"Flavius Foslius" Yes
"Novellius Calventius" No
"Pasidienus Geta" No
"Tarquinius Messalla" No
"Nasennius Considius" Yes
"Murena Anatolius" No
"Seccius Valentinian" No
"Marius Cilnius" Yes
"Numerius Ostorius" No
"Rufinus Stertinius" No
"Valerius Ollius" No
"Antonius Laelius" Yes
"Salvidienus Papinius" Yes
"Afranius Anatolius" Yes
"Petreius Saturninus" Yes
"Marius Hostilius" No
"Draco Menenius" Yes
"Petreius Lacerius" Yes
"Numerius Statilius" Yes
"Lollius Numerius" Yes
"Quintus Cyprian" No
"Seccius Herennius" No
"Nasennius Longinius" Yes
"Blasius Blaesus" No
"Musonius Egnatius" No
"Bonifacius Egnatius" Yes
"Fidius Lartius" No
"Cosconius Vitalis" No
"Atilius Balbinus" Yes
"Sempronius Licinius" No
"Cocceius Honorius" No
"Laurentius Sempronius" No
"Genucius Verecundus" Yes
"Sabucius Maxentius" Yes
"Afranius Pettius" Yes
"Catius Naevius" Yes
"Ovidius Urbicus" No
"Caelian Ninnius" Yes
"Mucius Calpurnius" Yes
"Urbicus Opimius" Yes
"Maxentius Cornificius" Yes
"Cispius Decentius" Yes
"Memmius Pupius" Yes
"Semellius Duronius" Yes
"Varro Palpellius" Yes
"Dacian Sestius" Yes
"Sulpicius Florian" No
"Baebius Mucius" No
"Pompeius Sentius" Yes
"Ninnius Ravillius" No
"Balbinus Papirius" Yes
"Tertius Cosconius" No
"Fundanus Iulius" No
"Vespasian Festinius" Yes
"Pontidius Cestius" Yes
"Plautius Valentinian" Yes
"Pupius Nautius" No
"Latinius Varian" No
"Valentinian Mallius" Yes
"Balbinus Lartius" No
"Modius Petreius" No
"Sallustius Primitivus" No
"Coruncanius Cassius" No
"Crispus Camillus" No
"Octavenus Genucius" No
"Petilius Lentulus" Yes
"Pompeius Hostius" No
"Palpellius Maecilius" No
"Sornatius Ovidius" No
"Quinctilius Servilius" Yes
"Caesennius Caecilius" Yes
"Ostorius Calventius" No
"Cloelius Appius" Yes
"Messalla Salinator" No
"Lentulus Sepullius" No
"Cocceius Rufrius" Yes
"Claudius Numitorius" Yes
"Appius Domitius" No
"Tertius Gabinius" Yes
"Cantilius Florianus" No
"Potitius Silius" Yes
"Numicius Vespasian" No
"Decentius Salinator" Yes
"Appius Persius" Yes
"Munatius Nerva" No
"Oppius Latinius" No
"Manilius Quintilianus" No
"Cicereius Blasius" No
"Numitorius Scribonius" Yes
"Lucretius Granius" Yes
"Acilius Cestius" No
"Aemilius Statilius" No
"Blaesus Laetorius" Yes
"Spurius Domitian" Yes
"Salvius Zeno" Yes
"Sedatius Nasidienus" No
"Sornatius Galerius" Yes
"Sittius Tacitus" Yes
"Domitian Domitian" Yes
"Cosconius Orbilius" No
"Camillus Florian" No
"Terentius Hirrus" No
"Quirinius Vitus" No
"Hortensius Rabirius" No
"Quintilianus Sallustius" Yes
"Aelius Faustus" No
"Cassianus Lentulus" Yes
"Sornatius Pupius" Yes
"Cominius Poppaedius" No
"Rebilus Ogulnius" Yes
"Mallius Hortensius" Yes
"Ogulnius Agrippa" No
"Suetonius Opimius" No
"Caedicius Laurentius" Yes
"Gnaeus Appius" Yes
"Pedius Hadrian" No
"Gracchus Plinius" No
"Ovidius Furius" Yes
"Quinctilius Decentius" No
"Matinius Seccius" Yes
"Secundinius Papirius" Yes
"Marcus Agrippa" Yes
"Vitus Foslius" Yes
"Livius Sextus" No
"Paternus Nazarius" Yes
"Pupius Camillus" No
"Severus Iunius" No
"Orestius Ravillius" No
"Laronius Orchius" No
"Cassianus Faustus" No
"Verus Mallius" No
"Geminius Vitus" Yes
"Marcellus Baebius" Yes
"Nonius Valens" No
"Hilarianus Egnatuleius" Yes
"Constantinus Pontidius" Yes
"Latinius Sidonius" Yes
"Sergius Perperna" No
"Vincentius Domitian" Yes
"Damasus Cassianus" Yes
"Dacian Zeno" No
"Laelius Sentius" No
"Lucretius Eborius" No
"Iunius Sittius" Yes
"Ofilius Fabianus" No
"Lacerius Decentius" No
"Fabianus Cicero" Yes
"Camillus Severian" No
"Icilius Norbanus" Yes
"Geta Galerius" Yes
"Silius Seneca" No
"Tarquinius Domitius" No
"Castorius Numicius" Yes
"Lacerius Gaius" Yes
"Florianus Cassio" Yes
"Salvius Perperna" Yes
"Vibius Seneca" Yes
"Marcus Herennius" Yes
"Orbilius Cethegus" No
"Salvius Amulius" No
"Publicius Albinius" No
"Latinius Nero" Yes
"Regulus Geta" Yes
"Nazarius Belisarius" No
"Lentulus Rufinus" No
"Furius Pontidius" No
"Vibius Icilius" Yes
"Marian Horatius" No
"Caelian Licinius" No
"Pasidienus Cato" No
"Sentius Fabrinius" No
"Titus Licinius" Yes
"Rebilus Mescinius" No
"Caedicius Potitius" Yes
"Calpurnius Caelius" No
"Pomponius Cornificius" No
"Novellius Cassius" No
"Menenius Varian" Yes
"Fabius Sempronius" Yes
"Terentius Celsus" No
"Appius Murena" No
"Quintus Flavius" Yes
"Fulcinia Secundus" Yes
"Anatolius Curtius" Yes
"Honorius Calpurnius" No
"Camillus Crispinus" No
"Modius Sextius" No
"Iulius Laelius" No
"Brennus Clodius" Yes
"Ostorius Urbanus" Yes
"Valentinian Urbicus" No
"Caninius Justus" No
"Iunius Cicereius" Yes
"Numerius Mamilius" Yes
"Hordeonius Gallus" No
"Cantilius Opellius" Yes
"Sallustius Juvenalis" No
"Pedius Longinius" No
"Musonius Secundus" No
"Ovidius Marcellus" Yes
"Fidius Marian" Yes
"Livius Seneca" Yes
"Ovidius Lacerius" No
"Quintus Cethegus" Yes
"Rabirius Pinarus" Yes
"Pompeius Sittius" Yes
"Julius Severus" Yes
"Sedatius Aemilius" Yes
"Anatolius Valerius" No
"Baebius Granius" No
"Salvidienus Cispius" Yes
"Januarius Foslius" No
"Octavius Lamponius" No
"Perperna Porcius" Yes
"Aquillius Crispus" Yes
"Lucius Norbanus" Yes
"Sedatius Hostius" No
"Murena Ostorius" No
"Icilius Opellius" No
"Sextus Avidius" No
"Vincentius Gracchus" No
"Honorius Germanicus" No
"Balbinus Laberius" No
"Caninius Varian" No
"Placidus Cestius" No
"Saturninus Cordius" Yes
"Segulius Cilnius" No
"Mallius Cornificius" Yes
"Appius Gracchus" No
"Egnatuleius Varro" Yes
"Urbanus Drusus" Yes
"Valerius Poppaedius" Yes
"Longinius Licinius" No
"Lucanus Latinius" No
"Persius Seccius" No
"Lollius Lucanus" Yes
"Rutilius Vincentius" Yes
"Petilius Laetorius" Yes
"Manius Damasus" No
"Catilius Sergian" No
"Marian Terentius" Yes
"Manius Laurentius" Yes
"Laecanius Hadrian" Yes
"Semellius Quirinius" No
"Lamponius Rufius" Yes
"Justus Rebilus" No
"Ogulnius Regulus" Yes
"Blaesus Sepullius" Yes
"Nigidius Dacian" No
"Iulius Cornificius" No
"Ingenuus Valentinian" Yes
"Gabinius Scribonius" No
"Drusus Blossius" Yes
"Lentulus Pasidienus" No
"Vitus Numerius" Yes
"Servius Gabinius" Yes
"Cicero Sentius" Yes
"Seccius Sextus" Yes
"Cosconius Candidus" No
"Pontidius Persius" Yes
"Pilus Furius" Yes
"Pius Palpellius" No
"Quinctilius Cinna" Yes
"Vibius Papinius" Yes
"Valens Rufrius" Yes
"Pettius Duronius" No
"Pasidienus Dacian" Yes
"Sempronius Belisarius" No
"Afranius Iunius" No
"Opimius Octavius" No
"Ogulnius Icilius" No
"Manilius Ennius" Yes
"Orchius Poppaedius" No
"Paelignus Norbanus" No
"Brennus Aulus" No
"Magnentius Quintilianus" Yes
"Egnatius Papinius" Yes
"Avidius Matinius" Yes
"Valens Sabucius" Yes
"Mamilius Maximian" Yes
"Latinius Publius" Yes
"Blasius Fidenas" Yes
"Quirinius Lentulus" Yes
"Novellius Matinius" No
"Gallus Horatius" Yes
"Celsus Junius" No
"Segulius Valerius" No
"Quinctilius Icilius" Yes
"Lucretius Livius" Yes
"Catius Nasidius" No
"Cornificius Publicius" Yes
"Petilius Acilius" Yes
"Junius Novellius" Yes
"Semellius Ovidius" Yes
"Tertius Priscus" Yes
"Orestius Amulius" Yes
"Pontidius Salvius" No
"Galerius Furius" Yes
"Persius Cornutus" No
"Potitius Mallius" No
"Nonius Cornutus" Yes
"Tertius Blaesus" Yes
"Pontidius Quintilianus" Yes
"Fulvius Salvius" No
"Caedicius Cassius" Yes
"Mucius Mamilius" No
"Decentius Blaesus" Yes
"Hirrus Curtius" Yes
"Primitivus Valentinian" No
"Dacian Camillus" No
"Aelius Ennius" No
"Ostorius Lucretius" No
"Varian Silanus" Yes
"Julius Tertius" No
"Aemilius Foslius" No
"Lacerius Modius" Yes
"Damasus Minicius" No
"Januarius Fabrinius" No
"Blasius Semellius" Yes
"Sergius Lucretius" No
"Magnentius Lollius" Yes
"Priscus Laecanius" Yes
"Cantilius Crispinus" No
"Fidenas Severian" No
"Ennius Magnentius" Yes
"Laetorius Statilius" No
"Sidonius Sallustius" Yes
"Magnentius Valerius" Yes
"Marcellus Ravillius" No
"Verus Nazarius" No
"Nazarius Marcellus" Yes
"Ofilius Vitalis" No
"Ollius Rutilius" Yes
"Mallius Porcius" No
"Sidonius Papirius" No
"Numicius Zeno" Yes
"Fabius Amulius" Yes
"Ovidius Hostilius" Yes
"Ogulnius Donatus" Yes
"Tacitus Rebilus" Yes
"Verus Burrienus" No
"Saturninus Spurius" No
"Atilius Paternus" Yes
"Sedatius Cassius" No
"Sempronius Cocceius" Yes
"Iuventius Felix" No
"Bruttius Atilius" Yes
"Nerva Catilius" Yes
"Fannius Lamponius" No
"Ogulnius Nasennius" Yes
"Pacilius Calpurnius" Yes
"Constantinus Crispus" Yes
"Festus Fabianus" No
"Ninnius Catius" Yes
"Vitus Amulius" Yes
"Musonius Considius" No
"Longinius Crispinus" No
"Balbinus Opellius" No
"Ofilius Messalla" No
"Sertorius Caesennius" No
"Geta Considius" Yes
"Sertorius Nasennius" Yes
"Maxentius Cocceius" Yes
"Brennus Calpurnius" Yes
"Probus Postumius" No
"Papinius Nerva" Yes
"Salvius Iunius" No
"Vespasian Papinius" No
"Festinius Numonius" Yes
"Segulius Amulius" Yes
"Bonifacius Diocletian" No
"Verus Ovidius" No
"Paelignus Sextus" Yes
"Numonius Ninnius" Yes
"Calpurnius Maxentius" No
"Coruncanius Verus" No
"Decimus Fidenas" Yes
"Sulpicius Menenius" No
"Cispius Crispus" Yes
"Hostius Castorius" No
"Sedatius Cantilius" No
"Marius Nasidienus" Yes
"Terentius Seccius" Yes
"Ennius Cincinnatus" No
"Cantilius Silvius" Yes
"Curtius Laelius" No
"Gaius Sepullius" Yes
"Paternus Marius" Yes
"Hadrian Cloelius" No
"Egnatuleius Aelius" Yes
"Norbanus Didius" Yes
"Icilius Caelius" Yes
"Ofilius Sergian" No
"Amulius Nonius" No
"Agrippa Cocceius" No
"Calventius Cassianus" No
"Cornificius Festinius" No
"Cosconius Norbanus" Yes
"Marcellus Octavius" Yes
"Cassio Ennius" Yes
"Donatus Pasidienus" No
"Ollius Didius" No
"Geta Lentulus" Yes
"Gratian Ovidius" Yes
"Sulpicius Nonius" No
"Cyprian Opimius" Yes
"Matinius Numerius" No
"Numitorius Titus" No
"Blossius Plautius" Yes
"Fannius Tarquinius" No
"Nigidius Tacitus" No
"Calventius Curtius" No
"Cordius Orbilius" Yes
"Caninius Dacian" Yes
"Baebius Sempronius" Yes
"Quintilianus Gracchus" Yes
"Ennius Flavius" No
"Vespasian Antonius" Yes
"Belisarius Opimius" No
"Manilius Suetonius" No
"Sergius Verus" Yes
"Publius Regulus" No
"Damasus Terentius" Yes
"Pompeius Priscus" No
"Probus Postumius" No
"Candidus Terentius" Yes
"Blaesus Amulius" No
"Pomponius Poppaedius" Yes
"Domitius Fannius" Yes
"Dacian Silvius" Yes
"Menenius Caelian" Yes
"Cocceius Potitius" No
"Orchius Suetonius" No
"Fabius Egnatuleius" Yes
"Octavius Hostilius" Yes
"Nigidius Matinius" No
"Rufinus Hordeonius" No
"Fabius Horatius" No
"Cestius Quintus" No
"Sicinius Varian" Yes
"Gordian Egnatuleius" No
"Festinius Nasennius" No
"Quirinius Hadrian" No
"Festus Paconius" No
"Cloelius Maximus" No
"Latinius Poppaedius" Yes
"Ingenuus Tacitus" Yes
"Aemilius Urbicus" Yes
"Persius Vespasian" No
"Nazarius Terentius" Yes
"Paternus Musonius" No
"Iulius Munatius" No
"Palpellius Sempronius" Yes
"Cornutus Juvenalis" Yes
"Galerius Latinius" No
"Sedatius Aulus" No
"Antonius Silvius" Yes
"Cicero Cloelius" No
"Baebius Naevius" Yes
"Nonius Furius" No
"Cassio Mamilius" No
"Hostilius Nautius" No
"Quinctilius Placidus" Yes
"Postumius Geminius" Yes
"Verecundus Postumius" Yes
"Martialis Candidus" No
"Geminius Blasius" No
"Ofilius Decentius" Yes
"Furius Gordian" Yes
"Lucretius Baebius" No
"Sergian Lamponius" No
"Eborius Geminius" Yes
"Drusus Hostilius" No
"Ennius Fabrinius" No
"Maecenas Pasidienus" Yes
"Potitius Cosconius" Yes
"Gordian Rufinus" No
"Urbicus Blossius" Yes
"Decentius Ofilius" No
"Seccius Festus" No
"Poppaedius Sedatius" No
"Belisarius Palpellius" No
"Volumnius Quintus" No
"Pius Cyprian" No
"Caesennius Ollius" No
"Cornificius Mallius" Yes
"Cantilius Servius" Yes
"Sallustius Galerius" Yes
"Cocceius Cosconius" Yes
"Cosconius Ostorius" No
"Fabius Galerius" Yes
"Titus Lollius" No
"Cestius Justus" Yes
"Candidus Avidius" Yes
"Sextus Coruncanius" Yes
"Laberius Cassius" No
"Manius Varian" No
"Cispius Suetonius" Yes
"Fidius Cincinnatus" No
"Caninius Fidenas" Yes
"Coruncanius Camillius" Yes
"Numicius Baebius" Yes
"Decimus Severian" Yes
"Severian Livius" Yes
"Damasus Aelius" Yes
"Placidus Ofilius" Yes
"Rebilus Longinius" No
"Eutropius Anatolius" Yes
"Quintilianus Lartius" Yes
"Secundinius Tacitus" No
"Icilius Blaesus" No
"Salvian Caninius" No
"Cantilius Valentinian" Yes
"Foslius Laronius" No
"Betilienus Junius" Yes
"Fabianus Cantilius" No
"Orbilius Hostilius" Yes
"Regulus Eutropius" Yes
"Salvidienus Cicero" No
"Cestius Laberius" Yes
"Albinius Hilarianus" No
"Suetonius Cinna" No
"Aemilius Sertorius" Yes
"Lacerius Honorius" Yes
"Marian Ogulnius" No
"Calpurnius Pius" Yes
"Zeno Camillus" No
"Tiberius Pupius" Yes
"Verecundus Saturninus" Yes
"Sepullius Galerius" Yes
"Sornatius Silanus" No
"Bonifacius Marcellus" No
"Caesennius Salvius" Yes
"Crispinus Licinius" No
"Pettius Festus" No
"Aulus Aulus" Yes
"Nero Iuventius" Yes
"Gallus Nautius" No
"Gratian Decentius" No
"Lucretius Clodius" No
"Herennius Cestius" No
"Cyprian Donatus" Yes
"Maximian Marcellus" Yes
"Sergius Furius" Yes
"Publius Julius" No
"Marcellus Cincinnatus" Yes
"Ofilius Cato" Yes
"Catius Magnentius" Yes
"Salvian Urbanus" Yes
"Matinius Blasius" Yes
"Crispus Verecundus" No
"Murena Verus" Yes
"Menenius Naevius" Yes
"Vitalis Laecanius" No
"Minicius Valerius" No
"Modius Balbus" Yes
"Castorius Statilius" No
"Hirrus Poppaedius" Yes
"Mamilius Nasennius" Yes
"Camillus Tarquinius" Yes
"Opimius Cocceius" No
"Orbilius Cocceius" Yes
"Gnaeus Festinius" No
"Pacilius Laelius" Yes
"Coruncanius Camillius" Yes
"Hostius Gratian" No
"Fabianus Horatius" Yes
"Primitivus Sittius" Yes
"Numonius Blossius" No
"Horatius Maecenas" No
"Lollius Catilius" No
"Maecenas Memmius" Yes
"Urbicus Horatius" No
"Zeno Matinius" No
"Lollius Atilius" Yes
"Terentius Numitorius" Yes
"Varian Percennius" No
"Marian Pontidius" Yes
"Tacitus Clodius" Yes
"Camillus Sedatius" No
"Numonius Palpellius" No
"Festinius Laetorius" Yes
"Afranius Valentinian" No
"Cassius Publius" No
"Appius Gaius" No
"Orbilius Fulvius" Yes
"Nazarius Manilius" Yes
"Didius Duronius" Yes
"Hortensius Caedicius" Yes
"Germanicus Juvenalis" Yes
"Iulius Candidus" No
"Priscus Quintilianus" Yes
"Atilius Cilnius" No
"Cosconius Flaccus" Yes
"Domitian Varian" No
"Celsus Herennius" No
"Zeno Nasidius" Yes
"Rufinus Manilius" Yes
"Castorius Aulus" No
"Terentius Verus" Yes
"Blossius Pontidius" Yes
"Quirinius Betilienus" Yes
"Domitius Cyprian" Yes
"Secundinius Seneca" Yes
"Marcellus Sergian" Yes
"Duronius Lollius" No
"Papinius Galerius" No
"Mescinius Draco" No
"Sicinius Vibius" No
"Tiberius Orbilius" Yes
"Sentius Herennius" Yes
"Rabirius Lollius" No
"Cosconius Atilius" No
"Publius Ovidius" Yes
"Balbinus Lamponius" No
"Curtius Albinius" No
"Palpellius Vespasian" No
"Aemilius Messalla" No
"Matinius Balbinus" No
"Duronius Betilienus" No
"Curtius Cocceius" Yes
"Hilarianus Memmius" No
"Palpellius Ravillius" No
"Fabius Modius" Yes
"Sittius Saturninus" Yes
"Lentulus Geminius" No
"Cassius Ofilius" Yes
"Oppius Mescinius" Yes
"Salvius Secundinius" Yes
"Murena Mucius" No
"Matinius Pius" No
"Rullianus Longinius" Yes
"Varian Florian" No
"Aulus Stertinius" No
"Eutropius Galerius" Yes
"Sergian Genucius" Yes
"Maximian Pinarus" Yes
"Sallustius Maximus" Yes
"Munatius Florian" No
"Drusus Sedatius" Yes
"Gnaeus Spurius" Yes
"Mallius Sornatius" Yes
"Pontidius Albinus" No
"Salinator Nerva" Yes
"Rufrius Orbilius" No
"Festus Ennius" No
"Scribonius Servilius" Yes
"Caninius Calventius" Yes
"Cincinnatus Genucius" No
"Avidius Celsus" No
"Felix Egnatuleius" No
"Maximus Priscus" Yes
"Vincentius Numerius" Yes
"Saturninus Modius" No
"Maximus Calventius" Yes
"Junius Pontidius" Yes
"Nigidius Sempronius" No
"Nasidius Rullianus" Yes
"Domitius Volumnius" No
"Draco Caecilius" No
"Antonius Geta" No
"Rutilius Cyprian" Yes
"Fabrinius Afranius" Yes
"Zeno Granius" Yes
"Damasus Fabianus" No
"Regulus Decentius" Yes
"Licinius Plinius" Yes
"Cornificius Potitius" No
"Egnatuleius Norbanus" No
"Paelignus Pinarus" No
"Julius Quintus" No
"Rullianus Fidenas" Yes
"Statilius Diocletian" Yes
"Livius Granius" Yes
"Salvius Petreius" Yes
"Mallius Damasus" No
"Caedicius Aulus" Yes
"Gnaeus Quinctilius" No
"Albinius Nigidius" No
"Florian Mallius" Yes
"Iulius Cassio" Yes
"Ostorius Sempronius" No
"Octavenus Mucius" Yes
"Iuventius Postumius" No
"Justus Honorius" No
"Rufrius Numerius" Yes
"Silvius Domitian" No
"Lartius Sulpicius" No
"Florian Mamilius" Yes
"Flavius Egnatius" No
"Cicero Egnatuleius" Yes
"Salvius Rabirius" No
"Nigidius Castorius" Yes
"Fabius Junius" No
"Hortensius Postumius" Yes
"Claudius Nonius" No
"Regulus Junius" No
"Marcus Messalla" No
"Maxentius Pius" No
"Fannius Ingenuus" Yes
"Nasennius Maecenas" Yes
"Crispinus Iuventius" No
"Belisarius Numicius" Yes
"Celsus Tertius" No
"Florian Cassio" No
"Cilnius Cinna" No
"Nerva Gracchus" No
"Albinus Sittius" Yes
"Caelius Lamponius" Yes
"Pinarus Orestius" No
"Marcellus Ninnius" No
"Iulius Aulus" Yes
"Nautius Servius" Yes
"Tiberius Saturninus" No
"Quirinius Cincinnatus" Yes
"Latinius Bruttius" Yes
"Hirrus Fabrinius" Yes
"Sornatius Icilius" No
"Severus Gracchus" No
"Terentius Verecundus" No
"Candidus Varro" Yes
"Sulpicius Calpurnius" Yes
"Martialis Maxentius" Yes
"Licinius Perperna" Yes
"Nonius Hirrus" Yes
"Felix Festus" Yes
"Sicinius Gordian" No
"Calpurnius Hirrus" Yes
"Publius Quintilianus" No
"Matienus Paelignus" No
"Opellius Pontidius" Yes
"Petreius Galerius" Yes
"Gratian Ostorius" Yes
"Sulpicius Drusus" Yes
"Nasidius Varro" No
"Paelignus Martialis" Yes
"Damasus Cocceius" No
"Numerius Acilius" No
"Papinius Cato" No
"Honorius Regulus" Yes
"Castorius Varro" No
"Cornutus Didius" Yes
"Cornutus Balbus" No
"Volumnius Caelian" Yes
"Nero Marcus" Yes
"Cornelius Matienus" Yes
"Ennius Nautius" No
"Cicereius Urbanus" Yes
"Lacerius Lacerius" Yes
"Valentinian Lacerius" No
"Sempronius Gaius" No
"Nautius Gracchus" No
"Papinius Belisarius" Yes
"Munatius Ollius" No
"Honorius Tarquinius" No
"Percennius Nasidius" Yes
"Felix Caecilius" No
"Hostilius Caecilius" No
"Saturninus Valerius" Yes
"Caelian Lamponius" Yes
"Maximus Mallius" Yes
"Clodius Cominius" No
"Catilius Aquillius" Yes
"Gnaeus Hortensius" No
"Sextius Germanicus" Yes
"Plinius Considius" No
"Varro Duronius" Yes
"Ravillius Hortensius" No
"Nerva Numonius" Yes
"Lucretius Genucius" Yes
"Genucius Lamponius" No
"Cincinnatus Sittius" No
"Iulius Terentius" No
"Foslius Caesennius" No
"Pedius Faustus" No
"Crispinus Vitus" No
"Fidius Persius" No
"Nazarius Fabius" Yes
"Pontidius Severian" Yes
"Rufinus Pacilius" Yes
"Acilius Pilus" Yes
"Hilarianus Sabucius" Yes
"Stertinius Sentius" No
"Horatius Caecilius" No
"Diocletian Verus" Yes
"Pompeius Nonius" No
"Gracchus Cordius" No
"Sempronius Sicinius" No
"Cornificius Aemilius" Yes
"Sidonius Cornificius" Yes
"Sittius Rutilius" Yes
"Pettius Nerva" Yes
"Agrippa Porcius" Yes
"Hilarianus Appius" Yes
"Urbicus Orchius" No
"Pontidius Blasius" No
"Secundinius Sornatius" Yes
"Cantilius Sabucius" No
"Sergian Aquillius" No
"Vitalis Plinius" No
"Pomponius Titus" Yes
"Tiberius Fundanus" Yes
